,sector,camera,ccd,column,row,tdb-ut,pixels_per_hour,ra,dec,vmag,hmag,sun_distance,obs_distance,sto_angle,time
408,1751,2,3,1727.7570737033152,1250.0657601591745,69.184432115648,6.503932711909397,126.90265816351717,16.75973574191875,16.563320083510103,,3.23668254209178,2.2570478269125043,2.1006317269551094,4059.591601491452
409,1751,2,3,1727.7433602699002,1251.6348244016785,69.184432352,6.503596209220251,126.8933293270918,16.761493590040338,16.56380005807984,,3.2370035188152038,2.2573384513882875,2.0948788153083484,4059.601601491458
410,1751,2,3,1727.729805841896,1253.2037159130386,69.18443259987201,6.503247714676371,126.88400110641837,16.76325183778993,16.564280032906098,,3.237324501124655,2.257629223703675,2.089126846087818,4059.6116014914637
411,1751,2,3,1727.716414627947,1254.772430395871,69.184432862336,6.502886750476224,126.87467353322495,16.76501050409598,16.564760010003535,,3.2376454890479223,2.2579201447169392,2.083375517712738,4059.6216014914703
412,1751,2,3,1727.7031908215815,1256.3409633526533,69.18443314233599,6.502512841505732,126.86534664040938,16.766769607573213,16.565239991245374,,3.2379664825530052,2.2582112152297604,2.077624540578219,4059.631601491477
413,1751,2,3,1727.690138233819,1257.9093126979528,69.18443343987201,6.502125572873449,126.8560204460652,16.768529167480967,16.565719977397368,,3.2382874816677067,2.258502436042363,2.0718738748126224,4059.641601491483
414,1751,2,3,1727.6772602986352,1259.4774781735,69.184433752,6.5017245900499505,126.84669495695685,16.770289203067893,16.566199967939003,,3.2386084863600493,2.2587938078450835,2.066123732419974,4059.65160149149
415,1751,2,3,1727.664560430835,1261.0454599043787,69.18443407564799,6.501309541053733,126.83737017754405,16.77204973392423,16.566679962387145,,3.2389294966578492,2.2590853313800974,2.060374335237762,4059.6616014914975
416,1751,2,3,1727.6520420472843,1262.6132577227945,69.18443440774399,6.500880073979312,126.828046114023,16.773810779312335,16.56715996016922,,3.23925051252913,2.2593770073352935,2.054625906174438,4059.671601491504
417,1751,2,3,1727.639708562221,1264.1808717520482,69.184434745216,6.500435836842528,126.81872277085361,16.775572358822537,16.5676399608021,,3.2395715340017084,2.2596688364528745,2.0488786670676467,4059.6816014915116
418,1751,2,3,1727.6275633919072,1265.7483018225553,69.184435084992,6.499976477740615,126.80940015423255,16.777334491717106,16.568119963713222,,3.2398925610436073,2.259960819420702,2.04313284082564,4059.691601491518
419,1751,2,3,1727.6156099500129,1267.3155480558362,69.184435424,6.4995016446866325,126.80007826861988,16.77909719758648,16.56859996841945,,3.2402135936826433,2.2602529569810064,2.037388649286307,4059.7016014915257
420,1751,2,3,1727.6038516521896,1268.8826102805724,69.184435759168,6.499010985780662,126.79075712021236,16.780860495692835,16.569079974348217,,3.240534631886839,2.260545249821621,2.0316463153576136,4059.7116014915327
421,1751,2,3,1727.5922919115771,1270.44948861645,69.18443608742399,6.498504149032848,126.78143671347061,16.782624405626734,16.569559981016386,,3.240855675684012,2.2608376986848056,2.0259060608777744,4059.72160149154
422,1751,2,3,1727.5809341431882,1272.0161828904247,69.18443640569599,6.497980782546253,126.77211705459135,16.784388946650225,16.57003998785141,,3.2411767250421835,2.261130304258363,2.02016810875439,4059.731601491547
423,1751,2,3,1727.569781759635,1273.5826932203947,69.18443671091201,6.497440534327973,126.7627981480355,16.786154138353997,16.57051999437013,,3.241497779989173,2.2614230672845834,2.0144326808260815,4059.741601491554
424,1751,2,3,1727.5588381753212,1275.1490194315525,69.184437,6.496883052484186,126.75348000000002,16.78792,16.571,,3.241818840493,2.26171598845124,2.0087,4059.75160149156
425,1751,2,3,1727.5481063196983,1276.7151605402469,69.184437270912,6.496307971648659,126.74416262086653,16.789686547140697,16.571480004347073,,3.2421399065665426,2.2620090684528438,2.0029702556453426,4059.7616014915666
426,1751,2,3,1727.537587189246,1278.2811114551816,69.184437525696,6.495714872862501,126.73484604296353,16.79145377950442,16.571960007463588,,3.242460978222713,2.2623023078473032,1.9972435061852205,4059.7716014915723
427,1751,2,3,1727.5272812977296,1279.8468658403751,69.184437767424,6.495103323852738,126.72553030540794,16.79322169261653,16.572440009446275,,3.2427820554295788,2.2625957071174017,1.991519778106041,4059.7816014915784
428,1751,2,3,1727.5171891557936,1281.4124176526316,69.18443799916801,6.49447289223418,126.71621544558144,16.794990282331646,16.57292001048128,,3.2431031382150133,2.2628892668005567,1.9857990968278039,4059.7916014915845
429,1751,2,3,1727.507311274834,1282.9777605582226,69.184438224,6.493823145737331,126.70690150260096,16.796759544175014,16.57340001066534,,3.2434242265470807,2.2631829873795213,1.9800814888363494,4059.80160149159
430,1751,2,3,1727.4976481632273,1284.5428885160911,69.18443844499203,6.493153651973442,126.69758851384867,16.79852947400137,16.573880010184585,,3.243745320453656,2.2634768693917438,1.9743669795522472,4059.8116014915963
431,1751,2,3,1727.4882003300197,1286.1077951946936,69.184438665216,6.492463978676658,126.68827651844182,16.800300067335854,16.574360009135763,,3.244066419902804,2.263770913319947,1.968655595460764,4059.8216014916015
432,1751,2,3,1727.478968281306,1287.6724745551107,69.18443888774402,6.491753693454509,126.67896555376298,16.80207132003334,16.574840007705003,,3.2443875249223995,2.2640651197016086,1.9629473619830484,4059.8316014916077
433,1751,2,3,1727.4699525237795,1289.2369202680075,69.18443911564802,6.491022364044938,126.6696556589294,16.803843227618838,16.57532000598905,,3.2447086354805057,2.2643594890194216,1.9572423056037827,4059.841601491614
434,1751,2,3,1727.4611535612637,1290.8011262965467,69.18443935200001,6.490269558051599,126.66034687132425,16.80561578594735,16.575800004174035,,3.245029751604999,2.2646540218108946,1.951540451744705,4059.8516014916195
435,1751,2,3,1727.452571898094,1292.3650863135979,69.18443959987201,6.489494843216393,126.65103923006471,16.807388990543785,16.576280002356697,,3.2453508732639427,2.264948718558689,1.945841826889903,4059.8616014916256
436,1751,2,3,1727.4442080358242,1293.9287942844187,69.184439862336,6.488697787138934,126.64173277253433,16.80916283726327,16.576760000723187,,3.2456720004852113,2.265243579800344,1.9401464564617135,4059.8716014916317
437,1751,2,3,1727.436062603901,1295.4922438465046,69.18444014233599,6.4878779623947285,126.63242753823491,16.81093732231483,16.57723999936649,,3.245993133236871,2.265538606012765,1.9344543660074067,4059.8816014916383
438,1751,2,3,1727.4281391609252,1297.055428066245,69.18444043987199,6.487035052486902,126.62312357378053,16.81271245797562,16.577719998383074,,3.2463142715468303,2.265833797596072,1.92876555848077,4059.891601491645
439,1751,2,3,1727.4204441971701,1298.6183388558109,69.18444075199996,6.486168852151659,126.61382093636452,16.814488271929815,16.57819999769409,,3.246635415383213,2.266129154763694,1.9230800163625785,4059.9016014916515
440,1751,2,3,1727.4129843269593,1300.180968381093,69.18444107564795,6.485279160795512,126.60451968183179,16.81626479287656,16.578679997306317,,3.246956564773961,2.266424677778335,1.917397720138073,4059.911601491659
441,1751,2,3,1727.40576616408,1301.743308516866,69.18444140774393,6.484365777988513,126.59521986776058,16.818042049184175,16.579159997137165,,3.2472777196871996,2.266720366847666,1.9117186513512068,4059.921601491666
442,1751,2,3,1727.3987963189772,1303.3053514289832,69.18444174521595,6.483428503132777,126.58592154999693,16.81982006955196,16.579639997193425,,3.2475988801508726,2.2670162222344206,1.9060427904878232,4059.931601491673
443,1751,2,3,1727.392081401459,1304.8670889923178,69.18444208499193,6.482467135802792,126.57662478611938,16.821598882348084,16.580119997392508,,3.247920046133103,2.267312244146239,1.900370119091277,4059.94160149168
444,1751,2,3,1727.3856280181094,1306.4285133727333,69.18444242399993,6.481481475396201,126.5673296319747,16.82337851627202,16.580599997741196,,3.248241217661834,2.2676084328458868,1.894700617648007,4059.951601491687
445,1751,2,3,1727.3794427747646,1307.989616445196,69.18444275916792,6.480471321491996,126.55803614514161,16.8251589996918,16.581079998156905,,3.24856239470519,2.267904788540973,1.8890342677007754,4059.9616014916946
446,1751,2,3,1727.3735322741504,1309.550390375511,69.18444308742393,6.479436473483282,126.54874438146783,16.82694036130704,16.581559998646416,,3.248883577291116,2.2682013114942934,1.88337104973661,4059.9716014917017
447,1751,2,3,1727.3679031181593,1311.1108270387201,69.18444340569594,6.478376730953628,126.53945439853224,16.828722629485636,16.582039999127137,,3.2492047653877325,2.268498001913427,1.877710945297688,4059.9816014917083
448,1751,2,3,1727.3625619056588,1312.670918600576,69.18444371091198,6.477291893291521,126.53016625218329,16.830505832927383,16.582519999605864,,3.2495259590229875,2.2687948600611993,1.872053934871618,4059.9916014917153
449,1751,2,3,1727.3575152346039,1314.2306569361817,69.184444,6.476181760085188,126.52087999999999,16.83229,16.583,,3.249847158165,2.26909188614516,1.8664,4060.0016014917214
450,1751,2,3,1727.3527681605779,1315.7900350818202,69.18444427091202,6.475046167761798,126.51159569070772,16.834075151620496,16.583480000301996,,3.250168362826771,2.2693890803635273,1.8607491329296182,4060.011601491728
451,1751,2,3,1727.3483195792433,1317.3490498467652,69.1844445256961,6.47388510070339,126.50231334280856,16.835861277906748,16.58396000053637,,3.2504895730213406,2.2696864427113774,1.8551013718899605,4060.021601491734
452,1751,2,3,1727.3441668468834,1318.9076987665435,69.18444476742413,6.472698580444693,126.49303296854505,16.8376483610273,16.58444000066858,,3.2508107887168873,2.269983973091445,1.849456767394959,4060.0316014917403
453,1751,2,3,1727.3403073188094,1320.4659796677847,69.18444499916818,6.4714866283017995,126.48375457843166,16.839436383483456,16.584920000753502,,3.251132009941419,2.27028167146187,1.8438153689068655,4060.0416014917464
454,1751,2,3,1727.3367383509044,1322.0238900876598,69.18444522400021,6.470249265814181,126.47447818471151,16.84122532744358,16.5854000007566,,3.251453236663113,2.2705795377253564,1.8381772269390195,4060.0516014917516
455,1751,2,3,1727.333457298177,1323.5814278543685,69.18444544499226,6.468986514293197,126.46520379790002,16.843015175409164,16.58588000073275,,3.2517744689099795,2.270877571840075,1.8325423909542744,4060.0616014917578
456,1751,2,3,1727.3304615161073,1325.13859050675,69.18444566521627,6.467698395283046,126.4559314302407,16.84480590954842,16.58636000064741,,3.2520957066501928,2.271175773708699,1.8269109114653586,4060.0716014917634
457,1751,2,3,1727.3277483593886,1326.6953758745994,69.1844458877443,6.46638493009036,126.44666109224964,16.84659751236302,16.58684000055546,,3.2524169499117646,2.2714741432894288,1.8212828379357457,4060.081601491769
458,1751,2,3,1727.3253151830907,1328.2517814984228,69.18444611564827,6.465046140264063,126.43739279617074,16.848389966020996,16.58732000042236,,3.2527381986628696,2.2717726804849083,1.8156582208775347,4060.0916014917752
459,1751,2,3,1727.3231593416092,1329.8078052095286,69.18444635200022,6.463682047106067,126.42812655252126,16.850183253024202,16.587800000302984,,3.2530594529315193,2.2720713852533696,1.8100371097548384,4060.101601491781
460,1751,2,3,1727.321278189598,1331.3634445501013,69.18444659987216,6.462292672170012,126.41886237354531,16.85197735554055,16.588280000162797,,3.2533807126858876,2.272370257497423,1.8044195550791073,4060.111601491787
461,1751,2,3,1727.3196690811358,1332.9186973529902,69.18444686233607,6.4608780367530985,126.40960026976109,16.853772256072045,16.588760000056666,,3.253701977953987,2.2726692971753337,1.7988056063151117,4060.1216014917936
