,sector,camera,ccd,column,row,tdb-ut,pixels_per_hour,ra,dec,vmag,hmag,sun_distance,obs_distance,phase_angle,time
348,1751,2,3,1728.7269092367785,1155.6862061963923,69.184415710912,6.517043124185365,127.46282105218242,16.65427390549101,16.53450475908878,,3.217432821759787,2.239847948268908,2.4435546919732327,4058.9908007457757
349,1751,2,3,1728.709872456453,1157.263081340352,69.184416,6.5167688075388,127.45347999999998,16.65604,16.535,,3.217753456936,2.24013120219146,2.4377,4059.0008007455554
350,1751,2,3,1728.6928195658804,1158.839811271309,69.184416270912,6.516500194535249,127.44413912045032,16.657805536847146,16.535491774792174,,3.2180740978403475,2.2404145570131706,2.4318480085115217,4059.010800745335
351,1751,2,3,1728.6757510331056,1160.4163972958725,69.184416525696,6.516237141475493,127.43479840742584,16.659570520047417,16.535980164248308,,3.218394744485648,2.2406980133826924,2.4259986333583674,4059.0208007455803
352,1751,2,3,1728.6586671173259,1161.9928401687382,69.184416767424,6.515979490061171,127.42545785780851,16.661334951774606,16.536465550484905,,3.218715396839926,2.240981571926135,2.4201517233399468,4059.0308007453596
353,1751,2,3,1728.641568074625,1163.5691409379667,69.18441699916801,6.515727081945419,127.41611746673993,16.663098834531215,16.53694831570918,,3.219036054930929,2.2412652333224132,2.4143071261663587,4059.0408007456044
354,1751,2,3,1728.624454164368,1165.1453003575984,69.18441722400001,6.515479758828886,127.40677723110177,16.66486217049114,16.537428842038167,,3.2193567187266816,2.241548998197618,2.4084646906365665,4059.0508007453836
355,1751,2,3,1728.6073256428133,1166.7213194748872,69.18441744499201,6.515237362365669,127.39743714603604,16.666624962156757,16.537907511678636,,3.219677388254933,2.241832867230684,2.402624264461086,4059.060800745628
356,1751,2,3,1728.5901827694997,1168.2971990431759,69.184417665216,6.514999734255484,127.3880972084244,16.66838721170206,16.538384706748,,3.219998063483704,2.2421168410476833,2.3967856964384917,4059.0708007454073
357,1751,2,3,1728.573025800852,1169.8729401090288,69.18441788774402,6.514766716153332,127.37875741340856,16.670148921629323,16.538860809452714,,3.220318744440747,2.2424009203275697,2.3909488342796603,4059.0808007456517
358,1751,2,3,1728.5558549965747,1171.4485434250457,69.18441811564801,6.5145381497580575,127.36941775787048,16.671910094112633,16.539336201910427,,3.220639431094082,2.2426851056963937,2.385113526782835,4059.090800745431
359,1751,2,3,1728.5386706132676,1173.0240100370327,69.18441835200001,6.514313876725501,127.360078236952,16.673670731654155,16.539811266327437,,3.2209601234714618,2.242969397833131,2.3792796216591943,4059.1008007456758
360,1751,2,3,1728.5214729108202,1174.599340696921,69.18441859987199,6.514093738753693,127.35073884753496,16.675430836428063,16.540286384821485,,3.221280821540905,2.243253797363812,2.373446967706707,4059.1108007454554
361,1751,2,3,1728.5042621459916,1176.17453644977,69.184418862336,6.513877577499263,127.34139958476129,16.67719041093643,16.540761939598838,,3.2216015253301657,2.2435383049674313,2.3676154126367988,4059.1208007457003
362,1751,2,3,1728.4870387135838,1177.7495980645144,69.184419142336,6.5136652344764325,127.33206044558185,16.67894945814191,16.541238302682157,,3.2219222348072614,2.2438229212720358,2.3617848093318585,4059.13080074548
363,1751,2,3,1728.4698061042843,1179.32452700983,69.18441943987202,6.5134565469493015,127.3227214267955,16.680707999468147,16.541715613996807,,3.222242949999942,2.2441076470054746,2.3559551035348383,4059.1408007457258
364,1751,2,3,1728.4525709108354,1180.8993248663128,69.18441975200001,6.513251348011002,127.31338252852876,16.68246607414445,16.542193781193394,,3.2225636708762133,2.2443924828893773,2.350126336021336,4059.150800745506
365,1751,2,3,1728.435339857148,1182.4739935236275,69.184420075648,6.513049470533047,127.30404374923756,16.68422372251603,16.542672701916427,,3.2228843974638197,2.2446774297004506,2.3442985505658114,4059.1608007457517
366,1751,2,3,1728.4181196699892,1184.04853457615,69.184420407744,6.512850747424878,127.29470508911723,16.685980984600683,16.543152273721326,,3.2232051297307662,2.2449624881623365,2.3384717920283213,4059.1708007455322
367,1751,2,3,1728.4009170725776,1185.6229499095398,69.184420745216,6.512655011558616,127.28536654662378,16.68773790074355,16.543632394252736,,3.2235258677047987,2.2452476590517634,2.332646104183513,4059.180800745778
